machine_id,timestamp,pressure,temperature,vibration,pump_rpm
1,2024-01-01 00:00:00,120.2483570765056,179.3248217250256,0.1295240407447401,1450.0
1,2024-01-01 00:00:01,119.9808920273403,179.8554813292845,0.004680523340862596,1450.600277616545
1,2024-01-01 00:00:02,120.4238876175198,179.2075800790001,0.002702530806666988,1451.200420038
1,2024-01-01 00:00:03,120.911567432954,179.692038470361,0.07089455187651084,1451.800292099723
1,2024-01-01 00:00:04,120.0829699535271,178.1063853330462,0.205028754492124,1452.399758697965
1,2024-01-01 00:00:05,120.1329522740363,180.2132937073729,0.08888509107709959,1452.998684820293
1,2024-01-01 00:00:07,120.7336062598041,179.1829113689318,0.09448268285457155,1454.194376226492
1,2024-01-01 00:00:08,120.1650357366297,180.6592456684324,0.0732410763677317,1454.79087221562
1,2024-01-01 00:00:09,120.7208969687932,180.9375701376266,0.09499902391068576,1455.386289199995
1,2024-01-01 00:00:10,120.2677071116823,178.392440135631,0.003394627901530371,1455.980493079245
1,2024-01-01 00:00:11,120.3163001012338,179.2372752214338,0.210834458078443,1456.573350026212
1,2024-01-01 00:00:12,120.7198401627355,179.2308576502127,0.1477489688725523,1457.164726517095
1,2024-01-01 00:00:13,119.6918530082236,179.0600968988911,0.02980200143211103,1457.754489361525
1,2024-01-01 00:00:14,119.8356034042264,180.8294748419318,0.01186010127968344,1458.342505732559
1,2024-01-01 00:00:15,120.4664178702851,179.8061738612272,0.08686861644536197,1458.928643196596
1,2024-01-01 00:00:16,120.2905705588095,179.7354851586894,0.0721250684267969,1459.512769743204
1,2024-01-01 00:00:17,121.0034544916407,177.9961376355932,0.1044251995738933,1460.094753814852
1,2024-01-01 00:00:18,120.4415787768763,180.6354180302092,0.0776538859303822,1460.67446433654
1,2024-01-01 00:00:19,120.2386093053031,178.7607416051465,0.01321368660436099,1461.251770745318
1,2024-01-01 00:00:20,121.7266613118917,180.0599326302663,0.3254904882120814,1461.826543019693
1,2024-01-01 00:00:21,120.9299250663266,180.2773769379582,0.2135523955325885,1462.398651708912
1,2024-01-01 00:00:22,121.1254492232424,181.3606585958387,0.2777764097361988,1462.967967962117
1,2024-01-01 00:00:23,120.4280736552692,178.6911796008809,0.117538449719791,1463.534363557366
1,2024-01-01 00:00:24,120.9169048556379,176.9804878441792,0.1017964591941155,1464.097710930509
1,2024-01-01 00:00:25,121.2930869546523,180.1838495447537,0.04773562916139304,1464.657883203921
1,2024-01-01 00:00:26,120.710534427595,181.8005111815108,0.1171734567196671,1465.214754215075
1,2024-01-01 00:00:27,121.5221570512403,181.2389463529395,0.03897002111512687,1465.768198544956
1,2024-01-01 00:00:28,121.0821319596485,180.2096594152746,0.2397807168144512,1466.318091546312
1,2024-01-01 00:00:29,121.2846093099266,179.508363814368,0.1203192687927179,1466.864309371724
1,2024-01-01 00:00:30,121.1774645713469,180.8071225966373,0.1293335267830465,1467.406729001498
1,2024-01-01 00:00:31,122.4521706838583,179.0264538002955,0.2124340583688968,1467.945228271374
1,2024-01-01 00:00:32,121.5668439387745,180.4763577693562,0.1726730604829304,1468.47968590004
1,2024-01-01 00:00:34,122.0795096349701,181.0602099074989,0.1214071231624131,1469.535995686912
1,2024-01-01 00:00:35,121.1048895483131,182.7596600389111,0.1435054779578488,1470.057609942032
1,2024-01-01 00:00:36,121.8666456638161,180.3924159671788,0.07754197736225564,1470.574706803354
1,2024-01-01 00:00:37,120.8291049011201,179.4910363742925,0.03322698944281859,1471.087169809834
1,2024-01-01 00:00:38,121.1913919618415,179.974425687808,0.003345042557707958,1471.594883544072
1,2024-01-01 00:00:39,122.0002748948189,178.2309240951109,0.1033328313863108,1472.097733658303
1,2024-01-01 00:00:40,122.3172464843089,179.3052868689109,0.03071383236026762,1472.595606900149
1,2024-01-01 00:00:41,122.0796712576927,179.5907175618869,0.1148817419220922,1473.088391138131
1,2024-01-01 00:00:42,121.9819373020949,179.4759116020654,0.2423830181115709,1473.575975386919
1,2024-01-01 00:00:43,121.9347797431154,180.1523548720337,0.04494715317560222,1474.058249832329
1,2024-01-01 00:00:44,121.3914320032399,179.1775800676178,0.1398652306432001,1474.535105856056
1,2024-01-01 00:00:45,121.8159190209898,181.1210306673245,0.06226504334450544,1475.006436060137
1,2024-01-01 00:00:46,121.9904520664278,180.0002070649182,0.1051050918180875,1475.472134291141
1,2024-01-01 00:00:48,122.4817698822892,179.6721052834871,0.01565141894803379,1476.386216585998
1,2024-01-01 00:00:49,121.4726906909206,180.155190683859,0.05899605750079854,1476.834394779376
1,2024-01-01 00:00:50,122.5602671296876,180.8250982646676,0.1107085625492087,1477.276529305093
1,2024-01-01 00:00:51,122.2494583206558,179.1328697842891,0.02718767439030756,1477.712520585193
1,2024-01-01 00:00:52,122.1470683342944,179.3418835109247,0.06904074374734558,1478.14227042531
1,2024-01-01 00:00:53,122.8346485528538,179.6962739712233,0.02922635104052071,1478.565682036781
1,2024-01-01 00:00:54,123.0873381116672,178.6541290765268,0.1529542979563285,1478.982660058443
1,2024-01-01 00:00:55,123.0802489128988,179.1807421402785,0.0309542656988176,1479.393110578114
1,2024-01-01 00:00:56,122.2375088742916,179.5237791264553,0.2193293908076455,1479.796941153741
1,2024-01-01 00:00:57,122.5447542550834,180.8743891807127,0.06729536467717909,1480.194060834222
1,2024-01-01 00:00:58,122.9069647618879,180.2625613290019,0.1442980783607762,1480.584380179888
1,2024-01-01 00:00:59,123.2708038075698,180.1935899113676,0.03555179550189416,1480.967811282648
1,2024-01-01 00:01:00,122.584863743596,180.850897962168,0.1124850359135566,1481.344267785789
1,2024-01-01 00:01:01,122.7727582673117,179.8626282116006,0.04189017573247889,1481.713664903423
1,2024-01-01 00:01:02,122.353270318609,180.3904648499289,0.1426366094530848,1482.075919439583
1,2024-01-01 00:01:03,122.3488936113245,179.8967782470675,0.04777815071983117,1482.430949806961
1,2024-01-01 00:01:04,123.3935239601623,180.2653623493996,0.1487544995160466,1482.778676045283
1,2024-01-01 00:01:05,123.7053461662901,179.4172413423884,0.09493204123271878,1483.119019839319
